x,y
0.4,0.96
0.96,0.1536000000000001
0.1536000000000001,0.5200281600000003
0.5200281600000003,0.9983954912280576
0.9983954912280576,0.0064077372941726
0.0064077372941726,0.025466712787766
0.025466712787766,0.099272637310206
0.099272637310206,0.3576703231667294
0.3576703231667294,0.918969052370147
0.918969052370147,0.297859732624244
0.297859732624244,0.8365572492210314
0.8365572492210314,0.5469168719870904
0.5469168719870904,0.991195228491788
0.991195228491788,0.0349089900276012
0.0349089900276012,0.1347614097714162
0.1347614097714162,0.4664030888313465
0.4664030888313465,0.9954849902397024
0.9954849902397024,0.0179784977886481
0.0179784977886481,0.0706210856236468
0.0706210856236468,0.2625349915559375
0.2625349915559375,0.7744414790586454
0.7744414790586454,0.6987274982884125
0.6987274982884125,0.842029525696116
0.842029525696116,0.5320632142083597
0.5320632142083597,0.9958878011785154
0.9958878011785154,0.0163811545693487
0.0163811545693487,0.0644512493772955
0.0644512493772955,0.2411891433240047
0.2411891433240047,0.7320677618665498
0.7320677618665498,0.7845782156090014
0.7845782156090014,0.6760609568031868
0.6760609568031868,0.8760101579581856
0.8760101579581856,0.4344654444490413
0.4344654444490413,0.9828208881149532
0.9828208881149532,0.067535959999551
0.067535959999551,0.2518994164259605
0.2518994164259605,0.7537844017208841
0.7537844017208841,0.7423739097726916
0.7423739097726916,0.7650195514459966
0.7650195514459966,0.719058549405451
0.719058549405451,0.8080534077295184
0.8080534077295184,0.6204123919449244
0.6204123919449244,0.9420034234644076
0.9420034234644076,0.2185318945829739
0.2185318945829739,0.6831028225317998
0.6831028225317998,0.865893425523553
0.865893425523553,0.4644880046345607
0.4644880046345607,0.99495559274066
0.99495559274066,0.0200758448589675
0.0200758448589675,0.0786912212486648
0.0786912212486648,0.289995651788234
0.289995651788234,0.8235926949286054
0.8235926949286054,0.58115107115537
0.58115107115537,0.9736580146013444
0.9736580146013444,0.1025923408156509
0.1025923408156509,0.3682686096864651
0.3682686096864651,0.9305873632242524
0.9305873632242524,0.2583780905263429
0.2583780905263429,0.7664754114492155
0.7664754114492155,0.7159634203718852
0.7159634203718852,0.8134392042451056
0.8134392042451056,0.6070234609687798
0.6070234609687798,0.9541839152090564
0.9541839152090564,0.1748678846614909
0.1748678846614909,0.5771564303020258
0.5771564303020258,0.9761875410521944
0.9761875410521944,0.0929817029866582
0.0929817029866582,0.3373444235854365
0.3373444235854365,0.8941726538449843
0.8941726538449843,0.3785116758432086
0.3785116758432086,0.9409623483742976
0.9409623483742976,0.2222088292648984
0.2222088292648984,0.6913282618464865
0.6913282618464865,0.8535739848752091
0.8535739848752091,0.4999417488778617
0.4999417488778617,0.9999999864272272
0.9999999864272272,5.4291090885479794e-08
5.4291090885479794e-08,2.17164351751829e-07
2.17164351751829e-07,8.686572183658933e-07
8.686572183658933e-07,3.474625855202121e-06
3.474625855202121e-06,1.3898455128709153e-05
1.3898455128709153e-05,5.5593047846616745e-05
5.5593047846616745e-05,0.0002223598290385
0.0002223598290385,0.00088924154058
0.00088924154058,0.0035538031602503
0.0035538031602503,0.0141646945733942
0.0141646945733942,0.0558562240041468
0.0558562240041468,0.2109452249765816
0.2109452249765816,0.665789348144644
0.665789348144644,0.8900555681670962
0.8900555681670962,0.3914266149673751
0.3914266149673751,0.9528472802502296
0.9528472802502296,0.1797173630798797
0.1797173630798797,0.5896761299499776
0.5896761299499776,0.9678327668687788
0.9678327668687788,0.1245300089756113
0.1245300089756113,0.4360891433605819
0.4360891433605819,0.9836616096144628
0.9836616096144628,0.0642857895405874
0.0642857895405874,0.2406125072149231
0.2406125072149231,0.7308725143466868
0.7308725143466868,0.7867915284769557
0.7867915284769557,0.6710024767754061
0.6710024767754061,0.8830326117467068
0.8830326117467068,0.4131440733539863
0.4131440733539863,0.9698241920258492
0.9698241920258492,0.1170609143490321
0.1170609143490321,0.4134306267232028
0.4134306267232028,0.9700229744418504
0.9700229744418504,0.1163136139873431
0.1163136139873431,0.4111390287541858
0.4111390287541858,0.9684149111570022
0.9684149111570022,0.122349884023111
0.122349884023111,0.4295215596105692
0.4295215596105692,0.9801311577610936
0.9801311577610936,0.0778962853879669
0.0778962853879669,0.2873138164428934
0.2873138164428934,0.8190583492956509
0.8190583492956509,0.5928070789789377
0.5928070789789377,0.9655473843655888
0.9655473843655888,0.1330625316414347
0.1330625316414347,0.4614275772584276
0.4614275772584276,0.9940486728153816
0.9940486728153816,0.0236636355574397
0.0236636355574397,0.0924146716385778
0.0924146716385778,0.3354968004180468
0.3354968004180468,0.8917547893092004
0.8917547893092004,0.386112740213216
0.386112740213216,0.9481187682330304
0.9481187682330304,0.1967582782292466
0.1967582782292466,0.632177832710036
0.632177832710036,0.9301160821603108
0.9301160821603108,0.2600006234682586
0.2600006234682586,0.7696011970575016
0.7696011970575016,0.7092607781806487
0.7092607781806487,0.8248397068609173
0.8248397068609173,0.5779166593860532
0.5779166593860532,0.9757159767604712
0.9757159767604712,0.0947772378193238
0.0947772378193238,0.3431780520426526
0.3431780520426526,0.9016275065554522
0.9016275065554522,0.3547813839122007
0.3547813839122007,0.9156462141661776
0.9156462141661776,0.3089528985972959
0.3089528985972959,0.8540040201824997
0.8540040201824997,0.4987246147785135
0.4987246147785135,0.9999934935701472
0.9999934935701472,2.602555007660914e-05
2.602555007660914e-05,0.0001040994909894
0.0001040994909894,0.0004163546171415
0.0004163546171415,0.0016647250638973
0.0016647250638973,0.0066478150174357
0.0066478150174357,0.0264144862917187
0.0264144862917187,0.1028670448226534
0.1028670448226534,0.3691416636484307
0.3691416636484307,0.9315043832291984
0.9315043832291984,0.2552158690159568
0.2552158690159568,0.7603229168735471
0.7603229168735471,0.7289279158017931
0.7289279158017931,0.7903680374665886
0.7903680374665886,0.6627456112712072
0.6627456112712072,0.8940554640478444
0.8940554640478444,0.378881165016152
0.378881165016152,0.9413209112486216
0.9413209112486216,0.220943413178745
0.220943413178745,0.6885096854066854
0.6885096854066854,0.8578563940314899
0.8578563940314899,0.487755205003116
0.487755205003116,0.9994002599819372
0.9994002599819372,0.0023975213198938
0.0023975213198938,0.009567092845658
0.009567092845658,0.0379022543205626
0.0379022543205626,0.145862693751928
0.145862693751928,0.4983470732934371
0.4983470732934371,0.9999890713332108
0.9999890713332108,4.371418941377112e-05
4.371418941377112e-05,0.0001748491139336
0.0001748491139336,0.000699274166884
0.000699274166884,0.0027951407300943
0.0027951407300943,0.0111493116735733
0.0111493116735733,0.0441000180911156
0.0441000180911156,0.1686208259819157
0.1686208259819157,0.560751372108369
0.560751372108369,0.985237083147802
0.985237083147802,0.0581798925528527
0.0581798925528527,0.219179970621565
0.219179970621565,0.6845604443995797
0.6845604443995797,0.8637497694521186
0.8637497694521186,0.4707444208941224
0.4707444208941224,0.9965764443647188
0.9965764443647188,0.0136473396083728
0.0136473396083728,0.0538443589199462
0.0538443589199462,0.203780575729785
0.203780575729785,0.6490162107400896
0.6490162107400896,0.9111766757466608
0.9111766757466608,0.3237349652877017
0.3237349652877017,0.875722550151489
0.875722550151489,0.4353302612306472
0.4353302612306472,0.9832712995500148
0.9832712995500148,0.0657954041249598
0.0657954041249598,0.2458654756839724
0.2458654756839724,0.7416625742026655
0.7416625742026655,0.7663968009189649
0.7663968009189649,0.7161309778405656
0.7161309778405656,0.8131496016707238
0.8131496016707238,0.607749307893868
0.607749307893868,0.9535603465935696
0.9535603465935696,0.1771320479916837
0.1771320479916837,0.5830251422638223
0.5830251422638223,0.9724273030082884
0.9724273030082884,0.1072497734892598
0.1072497734892598,0.3829890383030493
0.3829890383030493,0.945233739371019
0.945233739371019,0.2070676693027982
0.2070676693027982,0.6567625985292209
0.6567625985292209,0.9017019508094652
0.9017019508094652,0.3545421708634798
0.3545421708634798,0.9153680797715636
0.9153680797715636,0.3098774332275357
0.3098774332275357,0.8554136384153994
0.8554136384153994,0.4947245825133108
0.4947245825133108,0.9998886798813644
0.9998886798813644,0.0004452309058665
0.0004452309058665,0.0017801307012282
0.0017801307012282,0.007107847343659
0.007107847343659,0.0282293033991929
0.0282293033991929,0.1097296393151572
0.1097296393151572,0.3907561822836909
0.3907561822836909,0.9522631531630632
0.9522631531630632,0.1818321611640141
0.1818321611640141,0.5950769053217525
0.5950769053217525,0.963841528297754
0.963841528297754,0.1394041465056153
0.1394041465056153,0.4798825217706251
0.4798825217706251,0.9983811482787626
0.9983811482787626,0.0064649241613683
0.0064649241613683,0.0256925156678243
0.0256925156678243,0.1001296412259317
0.1001296412259317,0.3604147846955918
0.3604147846955918,0.922063870673688
0.922063870673688,0.2874483562877779
0.2874483562877779,0.8192871950209303
0.8192871950209303,0.5922227483826658
0.5922227483826658,0.96597985872299
0.96597985872299,0.1314510850580088
0.1314510850580088,0.4566867891803238
0.4566867891803238,0.9924958630739612
0.9924958630739612,0.0297912994201366
0.0297912994201366,0.1156151115959857
0.1156151115959857,0.4089930302665339
0.4089930302665339,0.966870925839728
0.966870925839728,0.1281261544222203
0.1281261544222203,0.4468393719007748
0.4468393719007748,0.9886957904803836
0.9886957904803836,0.0447056974670125
0.0447056974670125,0.170828392324002
0.170828392324002,0.5665842107999954
0.5665842107999954,0.9822661714885672
0.9822661714885672,0.0696773593510399
0.0696773593510399,0.259289699779624
0.259289699779624,0.7682342054712659
0.7682342054712659,0.7122016440607949
0.7122016440607949,0.8198818490315829
0.8198818490315829,0.5907024106405424
0.5907024106405424,0.9670922908159776
0.9670922908159776,0.1272991674411284
0.1272991674411284,0.4443763576396961
0.4443763576396961,0.987624041642292
0.987624041642292,0.048891176049745
0.048891176049745,0.1860033158168716
0.1860033158168716,0.6056243292880031
0.6056243292880031,0.955374004249838
0.955374004249838,0.1705380650138741
0.1705380650138741,0.5658193335807912
0.5658193335807912,0.9826712613079222
0.9826712613079222,0.0681138140296781
0.0681138140296781,0.2538972894720342
0.2538972894720342,0.7577338234831532
0.7577338234831532,0.7342931049310193
0.7342931049310193,0.7804269639271295
0.7804269639271295,0.6854428716104496
0.6854428716104496,0.8624437654754813
0.8624437654754813,0.4745380674718172
0.4745380674718172,0.9974067599677212
0.9974067599677212,0.0103460605536555
0.0103460605536555,0.0409560783387025
0.0409560783387025,0.1571147119432663
0.1571147119432663,0.5297187169370032
0.5297187169370032,0.9964671914544732
0.9964671914544732,0.0140813112372299
0.0140813112372299,0.0555321116442809
0.0555321116442809,0.2097931848824324
0.2097931848824324,0.6631200178372718
0.6631200178372718,0.8935674391230725
0.8935674391230725,0.3804186834484266
0.3804186834484266,0.9428012349271696
0.9428012349271696,0.2157082653878946
0.2157082653878946,0.6767128385249609
0.6767128385249609,0.8750902908018043
0.8750902908018043,0.4372290949848714
0.4372290949848714,0.984239253934327
0.984239253934327,0.0620493797965055
0.0620493797965055,0.2327970170534982
0.2327970170534982,0.714410263617966
0.714410263617966,0.8161129554210973
0.8161129554210973,0.6002903976597574
0.6002903976597574,0.9597673445489908
0.9597673445489908,0.1544559555454782
0.1544559555454782,0.522397253368046
0.522397253368046,0.9979934521662702
0.9979934521662702,0.0080100863980829
0.0080100863980829,0.0317836996559126
0.0317836996559126,0.1230939843683817
0.1230939843683817,0.4317674215227932
0.4317674215227932,0.9813772609374072
0.9813772609374072,0.0731037306095971
0.0731037306095971,0.2710383007222264
0.2710383007222264,0.7903061610553376
0.7903061610553376,0.6628893314132496
0.6628893314132496,0.8938682628469782
0.8938682628469782,0.3794711660876148
0.3794711660876148,0.9418912007828826
0.9418912007828826,0.2189286666826486
0.2189286666826486,0.6839956223488254
0.6839956223488254,0.8645824438258737
0.8645824438258737,0.4683185666158146
0.4683185666158146,0.9959851471148936
0.9959851471148936,0.0159949353656693
0.0159949353656693,0.0629563896332697
0.0629563896332697,0.2359715305504545
0.2359715305504545,0.7211558692805218
0.7211558692805218,0.8043603259311071
0.8043603259311071,0.6294591679964411
0.6294591679964411,0.9329612952866768
0.9329612952866768,0.2501780671347318
0.2501780671347318,0.7503560074378457
0.7503560074378457,0.7492874781591254
0.7492874781591254,0.7514230129322542
0.7514230129322542,0.7471458742722701
0.7471458742722701,0.7556756673207811
0.7556756673207811,0.7385198125602932
0.7385198125602932,0.7724331960648104
0.7724331960648104,0.7031206147276502
0.7031206147276502,0.834968063490646
0.834968063490646,0.5511855857653062
0.5511855857653062,0.98952014323945
0.98952014323945,0.0414801174513137
0.0414801174513137,0.1590380692301557
0.1590380692301557,0.5349798470627998
0.5349798470627998,0.9951056411978524
0.9951056411978524,0.0194816162162533
0.0194816162162533,0.0764083313834239
0.0764083313834239,0.2822803931144994
0.2822803931144994,0.8103926911104923
0.8103926911104923,0.6146255092207461
0.6146255092207461,0.9474439705435386
0.9474439705435386,0.1991755728969319
0.1991755728969319,0.6380186562324435
0.6380186562324435,0.9238034021271624
0.9238034021271624,0.2815627053817707
0.2815627053817707,0.8091405932794756
0.8091405932794756,0.6177283743472554
0.6177283743472554,0.94456011949421
0.94456011949421,0.2094652006211747
0.2094652006211747,0.662358121399623
0.662358121399623,0.8945593616623411
0.8945593616623411,0.3772916404984238
0.3772916404984238,0.9397706340337276
0.9397706340337276,0.2264071577662924
0.2264071577662924,0.7005878267139264
0.7005878267139264,0.8390580950967353
0.8390580950967353,0.5401584325974926
0.5401584325974926,0.9935492011652506
0.9935492011652506,0.025636744116572
0.025636744116572,0.0999180058706938
0.0999180058706938,0.3597375918940713
0.3597375918940713,0.9213058274893036
0.9213058274893036,0.2900055988942127
0.2900055988942127,0.8236094060168869
0.8236094060168869,0.5811078093495905
0.5811078093495905,0.973686093050042
0.973686093050042,0.102485941003948
0.102485941003948,0.3679302916019332
0.3679302916019332,0.9302303684945984
0.9302303684945984,0.2596073201000079
0.2596073201000079,0.7688454378019998
0.7688454378019998,0.7108885222922043
0.7108885222922043,0.8221041246616417
0.8221041246616417,0.5849957315038302
0.5849957315038302,0.9711029025045153
0.9711029025045153,0.1122482210072847
0.1122482210072847,0.3985942315519381
0.3985942315519381,0.958867480501832
0.958867480501832,0.1577625413516028
0.1577625413516028,0.5314940875915467
0.5314940875915467,0.996032489787104
0.996032489787104,0.0158070763024266
0.0158070763024266,0.0622288505647836
0.0622288505647836,0.2334256828886778
0.2334256828886778,0.7157525338265291
0.7157525338265291,0.8138033765897296
0.8138033765897296,0.6061097633635375
0.6061097633635375,0.9549628724757364
0.9549628724757364,0.1720351386745076
0.1720351386745076,0.5697561989430022
0.5697561989430022,0.9805362908360972
0.9805362908360972,0.0763394927579433
0.0763394927579433,0.282047098413613
0.282047098413613,0.8099861307602989
0.8099861307602989,0.6156343949450355
0.6156343949450355,0.9465147468227822
0.9465147468227822,0.2024983234791466
0.2024983234791466,0.6459710098691263
0.6459710098691263,0.9147698571111498
0.9147698571111498,0.3118638625279856
0.3118638625279856,0.8584191751084452
0.8584191751084452,0.4861427796583267
0.4861427796583267,0.9992319097776092
0.9992319097776092,0.0030700010392037
0.0030700010392037,0.012242304531292
0.012242304531292,0.0483697220442204
0.0483697220442204,0.1841203681343412
0.1841203681343412,0.6008802326896635
0.6008802326896635,0.9592927146099174
0.9592927146099174,0.1562008092250119
0.1562008092250119,0.5272084656898535
0.5272084656898535,0.9970387975792164
0.9970387975792164,0.0118097348040273
0.0118097348040273,0.0466810598715434
0.0466810598715434,0.1780077540832511
0.1780077540832511,0.5852839742779518
0.5852839742779518,0.9709065749254306
0.9709065749254306,0.1129879907679991
0.1129879907679991,0.4008868188408386
0.4008868188408386,0.9607063092820451
0.9607063092820451,0.1509987863508662
0.1509987863508662,0.5127926114857267
0.5127926114857267,0.999345396365501
0.999345396365501,0.0026167005143227
0.0026167005143227,0.0104394135709643
0.0104394135709643,0.0413217288610348
0.0413217288610348,0.1584569743398798
0.1584569743398798,0.5333934464917218
0.5333934464917218,0.995539510925618
0.995539510925618,0.0177623724463968
0.0177623724463968,0.0697874822858894
0.0697874822858894,0.2596687584083444
0.2596687584083444,0.7689635772600532
